book,chapter,verse,issue_type,verse_text,confidence
Psalms,28,7,length:abnormally_long,"యెహోవా నా ఆశ్రయము, నా కేడెము నా హృదయము ఆయనయందు నమ్మికయుంచెను గనుక నాకు సహాయము కల",medium
Psalms,31,11,length:abnormally_long,నా శత్రువులకందరికి నేను నిందాస్పదుడనైయున్నాను నా పొరుగువారికి విచారకారణముగా ఉన్న,medium
Psalms,35,10,length:abnormally_long,అప్పుడు యెహోవా నీవంటివాడెవడు? మించిన బలముగలవారి చేతినుండి దీనులను దోచుకొనువారి చ,medium
Psalms,40,5,length:abnormally_long,"యెహోవా నా దేవా, నీవు మా యెడల జరిగించిన ఆశ్చర్యక్రియలును మాయెడల నీకున్న తలంపులును",medium
Psalms,40,10,length:abnormally_long,నీ నీతిని నా హృదయములో నుంచుకొని నేను ఊర కుండలేదు. నీ సత్యమును నీ రక్షణను నేను వె,medium
Psalms,40,12,length:abnormally_long,లెక్కలేని అపాయములు నన్ను చుట్టుకొనియున్నవి నా దోషములు నన్ను తరిమి పట్టుకొనగా నేన,medium
Psalms,42,4,length:abnormally_long,జనసమూహముతో పండుగచేయుచున్న సమూహ ముతో నేను వెళ్లిన సంగతిని సంతోషముకలిగి స్తోత్రముల,medium
Psalms,42,5,length:abnormally_long,"నా ప్రాణమా, నీవు ఏల క్రుంగియున్నావు? నాలో నీవేల తొందరపడుచున్నావు? దేవునియందు నిర",medium
Psalms,44,3,length:abnormally_long,వారు తమ ఖడ్గముచేత దేశమును స్వాధీనపరచు కొనలేదు వారి బాహువు వారికి జయమియ్యలేదు నీవ,medium
Psalms,44,15,merged_word,తీర్చుకొనువారినిబట్టియు,medium
Psalms,51,4,length:abnormally_long,నీకు కేవలము నీకే విరోధముగా నేను పాపము చేసియున్నాను నీ దృష్టియెదుట నేను చెడుతనము ,medium
Psalms,55,3,length:abnormally_long,శత్రువుల శబ్దమునుబట్టియు దుష్టుల బలాత్కారమునుబట్టియు నేను చింతాక్రాంతుడనై విశ్రా,medium
Psalms,55,3,merged_word,మోపుచున్నారుఆగ్రహముగలవారై,medium
Psalms,59,13,length:abnormally_long,కోపముచేత వారిని నిర్మూలము చేయుము వారు లేకపోవునట్లు వారిని నిర్మూలము చేయుము దేవుడ,medium
Psalms,63,2,length:abnormally_long,నీ బలమును నీ ప్రభావమును చూడవలెనని పరిశుద్ధాలయమందు నే నెంతో ఆశతో నీతట్టు కనిపెట్ట,medium
Psalms,65,9,length:abnormally_long,నీవు భూమిని దర్శించి దాని తడుపుచున్నావు దానికి మహదైశ్వర్యము కలుగజేయుచున్నావు దేవ,medium
Psalms,68,4,length:abnormally_long,దేవుని గూర్చిపాడుడి ఆయన నామమునుబట్టి స్తోత్ర గానము చేయుడి వాహనమెక్కి అరణ్యములలో ,medium
Psalms,68,18,length:abnormally_long,నీవు ఆరోహణమైతివి పట్టబడినవారిని చెరపట్టుకొని పోతివి మనుష్యులచేత నీవు కానుకలు తీస,medium
Psalms,69,4,length:abnormally_long,నిర్నిమిత్తముగా నామీద పగపట్టువారు నా తలవెండ్రుకలకంటె విస్తారముగా ఉన్నారు అబద్ధము,medium
Psalms,69,16,merged_word,వాత్సల్యబాహుళ్యతనుబట్టి,medium
Psalms,69,20,length:abnormally_long,నిందకు నా హృదయము బద్దలాయెను నేను బహుగా కృశించియున్నాను కరుణించువారికొరకు కనిపెట్,medium
Psalms,75,8,length:abnormally_long,"యెహోవా చేతిలో ఒక పాత్రయున్నది అందులోని ద్రాక్షారసము పొంగుచున్నది, అది సంబారముతో ",medium
Psalms,82,3,merged_word,తలిదండ్రులులేనివారికిని,medium
Psalms,84,2,length:abnormally_long,యెహోవా మందిరావరణములను చూడవలెనని నా ప్రాణము ఎంతో ఆశపడుచున్నది అది సొమ్మ సిల్లుచున,medium
Psalms,105,2,merged_word,ఆశ్చర్యకార్యములన్నిటిని,medium
Psalms,106,47,length:abnormally_long,"యెహోవా మాదేవా, మమ్మును రక్షింపుము మేము నీ పరిశుద్ధనామమునకు కృతజ్ఞతాస్తుతులు చెల్",medium
Psalms,108,6,char:latin_in_telugu,నీ ప్రభావము సర్వభూమిమీద కనబడనిమ్ము నీ ప్రియులు విమోచింపబడునట్లుn నీ కుడిచేతితో నన్ను రక్షించి నాకు ఉ,low
Psalms,130,6,length:abnormally_long,కావలివారు ఉదయముకొరకు కనిపెట్టుటకంటె ఎక్కు వగా నా ప్రాణము ప్రభువు కొరకు కనిపెట్టు,medium
Psalms,131,2,length:abnormally_long,నేను నా ప్రాణమును నిమ్మళ పరచుకొనియున్నాను సముదాయించుకొని యున్నాను చనుపాలు విడిచి,medium
Psalms,132,11,length:abnormally_long,నీ గర్భఫలమును నీ రాజ్యముమీద నేను నియమింతును. నీ కుమారులు నా నిబంధనను గైకొనినయెడల,medium
Psalms,138,2,length:abnormally_long,నీ పరిశుద్ధాలయముతట్టు నేను నమస్కారము చేయు చున్నాను నీ నామమంతటికంటె నీవిచ్చిన వాక,medium
Psalms,139,14,length:abnormally_long,నీవు నన్ను కలుగజేసిన విధము చూడగా భయమును ఆశ్చర్యమును నాకు పుట్టుచున్నవి అందునుబట్,medium
Psalms,141,5,length:abnormally_long,నీతిమంతులు నన్ను కొట్టుట నాకు ఉపకారము వారు నన్ను గద్దించుట నాకు తైలాభిషేకము నేను,medium
Psalms,142,7,length:abnormally_long,నేను నీ నామమునకు కృతజ్ఞతాస్తుతులు చెల్లించునట్లు చెరసాలలోనుండి నా ప్రాణమును తప్ప,medium
Psalms,149,2,merged_word,రాజునుబట్టిఆనందించుదురు,medium
Proverbs,1,12,length:abnormally_long,పాతాళము మనుష్యులను మింగివేయునట్లు వారిని జీవముతోనే మింగివేయుదము సమాధిలోనికి దిగు,medium
Proverbs,1,22,length:abnormally_long,"ఎట్లనగా, జ్ఞానములేనివారలారా, మీరెన్నాళ్లు జ్ఞానములేని వారుగా ఉండగోరుదురు? అపహాసక",medium
Proverbs,1,27,length:abnormally_long,భయము మీమీదికి తుపానువలె వచ్చునప్పుడు సుడిగాలి వచ్చునట్లు మీకు అపాయము కలుగు నప్పు,medium
Proverbs,1,28,merged_word,ప్రత్యుత్తరమియ్యకుందును,medium
Proverbs,6,22,length:abnormally_long,నీవు త్రోవను వెళ్లునప్పుడు అది నిన్ను నడిపించును నీవు పండుకొనునప్పుడు అది నిన్ను,medium
Proverbs,13,8,merged_word,ఐశ్వర్యముప్రాయశ్చిత్తము,medium
Proverbs,18,19,length:abnormally_long,బలమైన పట్టణమును వశపరచుకొనుటకంటె ఒకనిచేత అన్యాయమునొందిన సహోదరుని వశపరచు కొనుట కష్,medium
Proverbs,23,5,length:abnormally_long,నీవు దానిమీద దృష్టి నిలిపినతోడనే అది లేకపోవును నిశ్చయముగా అది రెక్కలు ధరించి యెగ,medium
Proverbs,23,20,merged_word,హెచ్చుగాతినువారితోనైనను,medium
Proverbs,23,35,length:abnormally_long,నన్ను కొట్టినను నాకు నొప్పి కలుగలేదు నామీద దెబ్బలు పడినను నాకు తెలియలేదు నేనెప్ప,medium
Proverbs,24,12,length:abnormally_long,ఈ సంగతి మాకు తెలియదని నీవనుకొనినయెడల హృదయములను శోధించువాడు నీ మాటను గ్రహించును గ,medium
Proverbs,24,29,merged_word,ప్రతిఫలమిచ్చెదననుకొనకుము,medium
Proverbs,27,10,length:abnormally_long,నీ స్నేహితునినైనను నీ తండ్రి స్నేహితునైనను విడిచి పెట్టకుము నీకు అపద కలిగిన దినమ,medium
Proverbs,30,4,length:abnormally_long,ఆకాశమునకెక్కి మరల దిగినవాడెవడు? తన పిడికిళ్లతో గాలిని పట్టుకొన్నవాడెవడు? బట్టలో ,medium
Proverbs,30,14,length:abnormally_long,దేశములో ఉండకుండ వారు దరిద్రులను మింగు నట్లును మనుష్యులలో ఉండకుండ బీదలను నశింపజేయ,medium
Proverbs,31,8,merged_word,దిక్కులేనివారికందరికిని,medium
Ecclesiastes,9,2,length:abnormally_long,"సంభవించునవి అన్నియు అందరికిని ఏకరీతిగానే సంభ వించును; నీతిమంతులకును దుష్టులకును,",medium
Ecclesiastes,9,11,length:abnormally_long,మరియు నేను ఆలోచింపగా సూర్యునిక్రింద జరుగు చున్నది నాకు తెలియబడెను. వడిగలవారు పరు,medium
Song of Solomon,5,1,length:abnormally_long,"నా సహోదరీ, ప్రాణేశ్వరీ, నా ఉద్యానవనమునకు నేను ఏతెంచితిని నా జటామాంసిని నా గంధవర్",medium
Isaiah,2,14,merged_word,ఉన్నతపర్వతములకన్నిటికిని,medium
Isaiah,8,19,merged_word,కర్ణపిశాచిగలవారియొద్దకును,medium
Isaiah,11,11,merged_word,సముద్రద్వీపములలోనుండియు,medium
Isaiah,14,19,merged_word,దిగుచున్నవానివలెనున్నావు,medium
Isaiah,19,3,merged_word,కర్ణపిశాచిగలవారియొద్దకును,medium
Isaiah,24,2,length:abnormally_long,ప్రజలకు కలిగినట్టు యాజకులకు కలుగును దాసులకు కలిగినట్లు యజమానులకు కలుగును దాసీలకు,medium
Isaiah,25,6,char:latin_in_telugu,ఈ పర్వతముమీద సైన్యములకధిపతియగు యెహోవా సమస్తజనముల నిమిత్తము క్రొవ్వినవాటితో విందు చేయును మడ్డిమీదనున్,low
Isaiah,37,24,length:abnormally_long,నీ దూతలచేత యెహోవాను తిరస్కరించి నీ వీలాగు పలికితివి నా రథముల సముదాయముతో నేను పర్,medium
Isaiah,45,14,length:abnormally_long,యెహోవా ఈ మాట సెలవిచ్చుచున్నాడు ఐగుప్తీయుల కష్టార్జితమును కూషు వర్తక లాభమును నీకు,medium
Isaiah,45,21,length:abnormally_long,మీ ప్రమాణవాక్యములు నా సన్నిధిని తెలియ జేయుడి జనులు కూడుకొని ఆలోచన చేసికొందురు గా,medium
Isaiah,49,7,length:abnormally_long,ఇశ్రాయేలు విమోచకుడును పరిశుద్ధ దేవుడునగు యెహోవా మనుష్యులచేత నిరాకరింపబడినవాడును ,medium
Isaiah,49,8,length:abnormally_long,యెహోవా ఈలాగు సెలవిచ్చుచున్నాడు అనుకూలసమయమందు నేను నీ మొర నాలకించి నీకు ఉత్తరమిచ్,medium
Isaiah,53,10,merged_word,అపరాధపరిహారార్థబలిచేయగా,medium
Isaiah,57,15,length:abnormally_long,మహా ఘనుడును మహోన్నతుడును పరిశుద్ధుడును నిత్యనివాసియునైనవాడు ఈలాగు సెల విచ్చుచున్,medium
Isaiah,59,10,merged_word,బ్రతుకుచున్నవారిలోనుండియు,medium
Isaiah,61,3,length:abnormally_long,సీయోనులో దుఃఖించువారికి ఉల్లాస వస్త్రములు ధరింపజేయుటకును బూడిదెకు ప్రతిగా పూదండన,medium
Isaiah,61,7,merged_word,దేశములోరెట్టింపుభాగమునకు,medium
Isaiah,63,19,merged_word,పెట్టబడనివారివలెనైతివిు,medium
Isaiah,64,6,merged_word,అపవిత్రులవంటివారమైతివిు,medium
Isaiah,65,23,merged_word,ఆశీర్వదింపబడినవారగుదురు,medium
Isaiah,66,3,length:abnormally_long,ఎద్దును వధించువాడు నరుని చంపువానివంటివాడే గొఱ్ఱెపిల్లను బలిగా అర్పించువాడు కుక్క,medium
Isaiah,66,19,length:abnormally_long,నేను వారియెదుట ఒక సూచక క్రియను జరిగించెదను వారిలో తప్పించుకొనినవారిని విలుకాండ్ర,medium
Isaiah,66,20,length:abnormally_long,ఇశ్రాయేలీయులు పవిత్రమైన పాత్రలో నైవేద్య మును యెహోవా మందిరములోనికి తెచ్చునట్లుగా ,medium
Jeremiah,3,20,merged_word,విశ్వాసఘాతకురాలగునట్లుగా,medium
Jeremiah,11,4,length:abnormally_long,"ఐగుప్తుదేశములోనుండి, ఆ యినుప కొలిమిలోనుండి నేను మీ పితరులను రప్పించిన దినమున నేన",medium
Jeremiah,19,13,merged_word,పానార్పణములనర్పించుదురో,medium
Jeremiah,29,14,length:abnormally_long,నన్ను నేను మీకు కనుపరచుకొందును; ఇదే యెహోవా వాక్కు. నేను మిమ్మును చెరలోనుండి రప్ప,medium
Jeremiah,29,22,length:abnormally_long,"ఆలకించుడి, వారు ఇశ్రాయేలీయులలో దుర్మార్గము జరిగించుచు, తమ పొరుగువారి భార్యలతో వ్",medium
Jeremiah,29,26,length:abnormally_long,వెఱ్ఱి వారై తమ్మును తాము ప్రవక్తలనుగా ఏర్పరచుకొనువారిని నీవు సంకెళ్లచేత బంధించి ,medium
Jeremiah,33,11,length:abnormally_long,సంతోష స్వరమును ఆనంద శబ్దమును పెండ్లి కుమారుని స్వరమును పెండ్లికుమార్తె స్వర మును,medium
Jeremiah,35,17,merged_word,ప్రత్యుత్తరమియ్యకపోయిరి,medium
Jeremiah,40,1,merged_word,రాజదేహసంరక్షకులకధిపతియైన,medium
Jeremiah,40,4,length:abnormally_long,"ఆలకించుము, ఈ దినమున నేను నీ చేతుల సంకెళ్లను తీసి నిన్ను విడిపించుచున్నాను, నాతో ",medium
Jeremiah,40,5,length:abnormally_long,ఇంకను అతడు తిరిగి వెళ్లక తడవు చేయగా రాజదేహసంరక్షకుల కధిపతి అతనితో ఈలాగు చెప్పెను,medium
Jeremiah,42,4,merged_word,వారికుత్తరమిచ్చినదేమనగా,medium
Jeremiah,44,12,length:abnormally_long,"అనగా యూదావారినందరిని నిర్మూలము చేయునట్లు, నేను మీకు అభిముఖుడనగుదును; ఐగుప్తు దేశ",medium
Jeremiah,44,17,length:abnormally_long,మేము నీతో చెప్పిన సంగతులన్నిటిని నిశ్చయముగా నెరవేర్చ బోవుచున్నాము; మేమును మా పిత,medium
Jeremiah,44,25,length:abnormally_long,"ఇశ్రాయేలు దేవుడును, సైన్యములకధిపతియునగు యెహోవా ఈ మాట సెలవిచ్చుచున్నాడు ఆకాశరాణిక",medium
Jeremiah,49,35,merged_word,సెలవిచ్చెనుసైన్యములకధిపతి,medium
Ezekiel,6,13,length:abnormally_long,తమ విగ్రహముల మధ్యను తాము కట్టిన బలిపీఠములచుట్టును ఎత్తయిన కొండలన్నిటిమీదను సకల ప,medium
Ezekiel,26,19,length:abnormally_long,ప్రభువైన యెహోవా సెలవిచ్చునదేమనగ ా నివాసులులేని పట్టణములవలెనే నేను నిన్ను పాడుచేయ,medium
Ezekiel,28,2,length:abnormally_long,"నరపుత్రుడా, తూరు అధిపతితో ఈలాగు ప్రకటింపుము ప్రభువగు యెహోవా సెలవిచ్చునదేమనగ ా గర",medium
Ezekiel,31,15,length:abnormally_long,ప్రభువైన యెహోవా సెలవిచ్చునదేమనగ ా అతడు పాతాళములోనికి పోయిన దినమున నేను అంగలార్పు,medium
Ezekiel,31,18,merged_word,సున్నతినొందనివారియొద్దను,medium
Ezekiel,33,11,length:abnormally_long,కాగా వారితో ఇట్లనుము నా జీవముతోడు దుర్మార్గుడు మరణము నొందుటవలన నాకు సంతోషము లేదు,medium
Ezekiel,37,23,length:abnormally_long,"వారిని ఏకజనముగా చేసి, వారికందరికి ఒక రాజునే నియమించెదను. తమ విగ్రహముల వలనగాని తా",medium
Ezekiel,42,13,length:abnormally_long,అప్పుడాయన నాతో ఇట్లనెను విడిచోటునకు ఎదురుగానున్న ఉత్తరపు గదులును దక్షిణపుగదులును,medium
Ezekiel,45,1,merged_word,సరిహద్దులన్నిటిలోగానున్న,medium
Ezekiel,45,7,length:abnormally_long,మరియు ప్రతిష్ఠిత భాగమునకును పట్టణమునకై యేర్పడిన ప్రదేశమునకును ఎదురుగా వాటికి పడ ,medium
Ezekiel,48,21,length:abnormally_long,ప్రతిష్ఠితస్థానమునకును పట్టణమునకు ఏర్పాటు చేయబడిన భాగమునకును ఇరు ప్రక్కలనున్న భూ,medium
Daniel,2,21,merged_word,అనుగ్రహించువాడునైయున్నాడు,medium
Daniel,5,23,length:abnormally_long,ఎట్లనగా నీవును నీ యధిపతులును నీ రాణులును నీ ఉపపత్నులును దేవుని ఆలయసంబంధమగు ఉపకరణ,medium
Daniel,6,7,char:latin_in_telugu,"రాజ్యపు ప్రధానులు సేనాధిపతులు అధిపతులు మంత్రులు సంస్థానాధిపతులు అందరును కూడి, రాజొక ఖండితమైన చట్టము ",low
Daniel,6,7,length:abnormally_long,"రాజ్యపు ప్రధానులు సేనాధిపతులు అధిపతులు మంత్రులు సంస్థానాధిపతులు అందరును కూడి, రా",medium
Daniel,8,13,length:abnormally_long,అప్పుడు పరిశుద్ధులలో ఒకడు మాటలాడగా వింటిని; అంతలో మాటలాడుచున్న ఆ పరిశుద్ధునితో మ,medium
Hosea,2,5,merged_word,వెంటాడుదుననుకొనుచున్నది,medium
Hosea,5,10,merged_word,తీసివేయువారివలెనున్నారు,medium
Hosea,9,10,length:abnormally_long,అరణ్యములో ద్రాక్షపండ్లు దొరికినట్లు ఇశ్రాయేలు వారు నాకు దొరికిరి; చిగురుపెట్టు క,medium
Joel,2,20,length:abnormally_long,"మరియు ఉత్తరదిక్కునుండి వచ్చువాటిని మీకు దూరముగా పార దోలి, యెండిపోయిన నిష్ఫల భూమి",medium
Micah,2,3,merged_word,తప్పించుకొనలేకుండునంతగాను,medium
Micah,2,4,length:abnormally_long,ఆ దినమున జనులు మిమ్మునుగురించి బహుగా అంగలార్చుచు సామెత నెత్తుదురు. వారు చెప్పు స,medium
Nahum,4,1,structural:missing_verse,,high
Nahum,4,2,structural:missing_verse,,high
Nahum,4,3,structural:missing_verse,,high
Zephaniah,2,9,length:abnormally_long,"నా జీవముతోడు మోయాబుదేశము సొదొమ పట్టణమువలెను, అమ్మోనుదేశము గొమొఱ్ఱా పట్టణమువలెను ",medium
Matthew,2,13,length:abnormally_long,వారు వెళ్ళిన తరువాత ఇదిగో ప్రభువు దూత స్వప్న మందు యోసేపునకు ప్రత్యక్షమై హేరోదు ఆ,medium
Matthew,2,16,length:abnormally_long,"ఆ జ్ఞానులు తన్ను అపహసించిరని హేరోదు గ్రహించి బహు ఆగ్రహము తెచ్చుకొని, తాను జ్ఞాను",medium
Matthew,4,24,length:abnormally_long,ఆయన కీర్తి సిరియ దేశమంతట వ్యాపించెను. నానావిధములైన రోగముల చేతను వేదనలచేతను పీడిం,medium
Matthew,9,17,length:abnormally_long,"మరియు పాత తిత్తు లలో క్రొత్త ద్రాక్షారసము పోయరు; పోసినయెడల తిత్తులు పిగిలి, ద్రా",medium
Matthew,12,44,length:abnormally_long,"విశ్రాంతి దొరకనందుననేను వదలివచ్చిన నా యింటికి తిరిగి వెళ్లుదుననుకొని వచ్చి, ఆ యి",medium
Matthew,14,2,merged_word,క్రియారూపకములగుచున్నవని,medium
Matthew,15,32,length:abnormally_long,అంతట యేసు తన శిష్యులను పిలిచి ఈ జనులు నేటికి మూడు దినములనుండి నాయొద్ద నున్నారు; ,medium
Matthew,16,13,merged_word,వచ్చిమనుష్యకుమారుడెవడని,medium
Matthew,17,27,length:abnormally_long,"అయినను మనము వారికి అభ్యంతరము కలుగజేయకుండునట్లు నీవు సముద్రమునకు పోయి, గాలము వేసి",medium
Matthew,18,8,length:abnormally_long,"కాగా నీ చెయ్యియైనను నీ పాదమైనను నిన్ను అభ్యంతరపరచినయెడల, దానిని నరికి నీయొద్దనుం",medium
Matthew,19,10,merged_word,శిష్యులుభార్యాభర్తలకుండు,medium
Matthew,19,12,length:abnormally_long,"తల్లి గర్భమునుండి నపుంసకులుగా పుట్టినవారు గలరు, మనుష్యులవలన నపుంసకులుగా చేయబడిన ",medium
Matthew,21,19,length:abnormally_long,"అప్పుడు త్రోవప్రక్కను ఉన్న యొక అంజూరపుచెట్టును చూచి, దానియొద్దకు రాగా, దానియందు ",medium
Matthew,21,21,length:abnormally_long,"అందుకు యేసు–మీరు విశ్వాసముగలిగి సందేహపడకుండినయెడల, ఈ అంజూరపుచెట్టునకు జరిగిన దాన",medium
Matthew,23,20,merged_word,ఒట్టుపెట్టుకొనుచున్నాడు,medium
Matthew,23,21,merged_word,ఒట్టుపెట్టుకొనుచున్నాడు,medium
Matthew,23,23,length:abnormally_long,"అయ్యో, వేషధారులైన శాస్త్రులారా, పరిసయ్యులారా, మీరు పుదీనాలోను సోపులోను జీలకఱ్ఱలో",medium
Matthew,23,37,length:abnormally_long,"యెరూషలేమా, యెరూషలేమా, ప్రవక్తలను చంపుచును నీయొద్దకు పంపబడినవారిని రాళ్లతో కొట్టు",medium
Mark,1,45,length:abnormally_long,"అయితే వాడు వెళ్లి దానిని గూర్చి విస్తారముగా ప్రకటించుటకును, ఆ సంగతి ప్రచురము చేయ",medium
Mark,6,2,length:abnormally_long,విశ్రాంతి దినము వచ్చినప్పుడు ఆయన సమాజమందిరములో బోధింపనారంభించెను. అనేకులు ఆయన బో,medium
Mark,6,14,merged_word,క్రియారూపకములగుచున్నవని,medium
Mark,6,56,length:abnormally_long,గ్రామముల లోను పట్టణములలోను పల్లెటూళ్లలోను ఆయన యెక్క డెక్కడ ప్రవేశించెనో అక్కడి జ,medium
Mark,10,32,length:abnormally_long,వారు ప్రయాణమై యెరూషలేమునకు వెళ్లుచుండిరి. యేసు వారికి ముందు నడుచుచుండగా వారు విస,medium
Mark,14,43,merged_word,ప్రధానయాజకులయొద్దనుండియు,medium
Luke,1,17,length:abnormally_long,"మరియు అతడు తండ్రుల హృదయములను పిల్లల తట్టునకును, అవిధేయులను నీతి మంతుల జ్ఞానము నన",medium
Luke,2,38,merged_word,కనిపెట్టుచున్నవారందరితో,medium
Luke,3,16,merged_word,బాప్తిస్మమిచ్చుచున్నాను,medium
Luke,6,17,length:abnormally_long,"ఆయన వారితో కూడ దిగివచ్చి మైదానమందు నిలిచినప్పుడు ఆయన శిష్యుల గొప్ప సమూహమును, ఆయన",medium
Luke,6,35,length:abnormally_long,"మీరైతే ఎట్టి వారిని గూర్చియైనను నిరాశ చేసికొనక మీ శత్రువులను ప్రేమించుడి, మేలుచే",medium
Luke,6,42,length:abnormally_long,"నీ కంటిలో ఉన్న దూలమును చూడక నీ సహోదరునితో సహోదరుడా, నీ కంటిలో ఉన్న నలుసును తీసివ",medium
Luke,7,22,length:abnormally_long,"అప్పుడాయన మీరు వెళ్లి, కన్నవాటిని విన్న వాటిని యోహానుకు తెలుపుడి. గ్రుడ్డివారు చ",medium
Luke,8,29,length:abnormally_long,ఏలయనగా ఆయనఆ మనుష్యుని విడిచి వెలుపలికి రమ్మని ఆ అపవిత్రాత్మకు ఆజ్ఞాపించెను. అది ,medium
Luke,9,44,merged_word,అప్పగింపబడబోవుచున్నాడని,medium
Luke,10,21,length:abnormally_long,"ఆ గడియలోనే యేసు పరిశుద్ధాత్మయందు బహుగా ఆనందించి - తండ్రీ, ఆకాశమునకును భూమికిని ప",medium
Luke,11,45,merged_word,ధర్మశాస్త్రోపదేశకుడొకడు,medium
Luke,11,51,length:abnormally_long,"కాబట్టి లోకము పుట్టినది మొదలుకొని, అనగా హేబెలు రక్తము మొదలుకొని బలిపీఠమునకును మం",medium
Luke,12,58,length:abnormally_long,వాదించువానితో కూడ అధికారియొద్దకు నీవు వెళ్లుచుండగా అతని చేతినుండి తప్పించుకొనుటక,medium
Luke,13,34,length:abnormally_long,"యెరూషలేమా, యెరూషలేమా, ప్రవక్తలను చంపుచు, నీయొద్దకు పంప బడినవారిని రాళ్లతో కొట్టు",medium
Luke,14,12,length:abnormally_long,మరియు ఆయన తన్ను పిలిచినవానితో ఇట్లనెను నీవు పగటి విందైనను రాత్రి విందైనను చేయునప,medium
Luke,14,21,length:abnormally_long,"అప్పుడా దాసుడు తిరిగి వచ్చి యీ మాటలు తన యజమానునికి తెలియజేయగా, ఆ యింటి యజ మానుడు",medium
Luke,23,46,merged_word,అప్పగించుకొనుచున్నాననెను,medium
John,1,25,merged_word,బాప్తిస్మమిచ్చుచున్నావని,medium
John,1,26,merged_word,బాప్తిస్మమిచ్చుచున్నాను,medium
John,8,44,length:abnormally_long,మీరు మీ తండ్రియగు అపవాది సంబంధులు; మీ తండ్రి దురాశలు నెరవేర్చ గోరుచున్నారు. ఆదిన,medium
John,17,23,length:abnormally_long,వారియందు నేనును నా యందు నీవును ఉండుటవలన వారు సంపూర్ణులుగా చేయబడి యేకముగా ఉన్నందు,medium
John,19,23,length:abnormally_long,"సైనికులు యేసును సిలువవేసిన తరువాత ఆయన వస్త్ర ములు తీసికొని, యొక్కొక్క సైనికునికి",medium
John,19,24,length:abnormally_long,వారు దానిని చింపక అది ఎవనికి వచ్చునో అని దానికోసరము చీట్లు వేయుదమని యొకరితో ఒకరు,medium
John,21,15,length:abnormally_long,"వారు భోజనముచేసిన తరువాత యేసు సీమోను పేతురును చూచియెహాను కుమారుడవైన సీమోనూ, వీరిక",medium
John,21,17,length:abnormally_long,"మూడవసారి ఆయన యోహాను కుమారుడవైన సీమోనూ, నన్ను ప్రేమించుచున్నావా? అని అతనిని అడిగె",medium
John,21,18,length:abnormally_long,యేసు నా గొఱ్ఱెలను మేపుము. నీవు ¸యౌవనుడవై యుండినప్పుడు నీ అంతట నీవే నడుము కట్టుకొ,medium
Acts,5,28,char:latin_in_telugu,ప్రధానయాజకుడు వారిని చూచిమీరు ఈ నామమునుబట్టి బోధింప కూడdదని మేము మీకు ఖండితముగా ఆజ్ఞాపింపలేదా? ఇదిగో,low
Acts,5,34,merged_word,ధర్మశాస్త్రోపదేశకుడునైన,medium
Acts,10,22,length:abnormally_long,"అందుకు వారునీతిమంతుడును, దేవునికి భయపడువాడును, యూద జనులందరివలన మంచిపేరు పొందినవా",medium
Acts,12,20,length:abnormally_long,తూరీయులమీదను సీదోనీయులమీదను అతనికి అత్యా గ్రహము కలిగినందున వారేకమనస్సుతో రాజునొద,medium
Acts,19,2,merged_word,పరిశుద్ధాత్ముడున్నాడన్న,medium
Acts,20,32,merged_word,స్వాస్థ్యమనుగ్రహించుటకును,medium
Acts,21,24,length:abnormally_long,"నీవు వారిని వెంటబెట్టుకొనిపోయి వారితో కూడ శుద్ధిచేసికొని, వారు తలక్షౌరము చేయించు",medium
Acts,23,3,length:abnormally_long,"పౌలు అతనిని చూచి సున్నము కొట్టిన గోడా, దేవుడు నిన్ను కొట్టును; నీవు ధర్మశాస్త్రమ",medium
Acts,23,11,merged_word,మియ్యవలసియున్నదనిచెప్పెను,medium
Acts,23,30,length:abnormally_long,"అయితే వారు ఈ మనుష్యునిమీద కుట్రచేయనై యున్నారని నాకు తెలియవచ్చినందున, వెంటనే అతని",medium
Acts,26,3,merged_word,చెప్పుకొనబోవుచున్నందుకు,medium
Acts,28,17,length:abnormally_long,మూడు దినములైన తరువాత అతడు యూదులలో ముఖ్యులైనవారిని తనయొద్దకు పిలిపించెను. వారు కూ,medium
Acts,28,23,length:abnormally_long,"అతనికి ఒక దినము నియమించి, అతని బసలోనికి అతనియొద్దకు అనేకులు వచ్చిరి. ఉదయమునుండి ",medium
Acts,28,27,length:abnormally_long,ఈ ప్రజలు కన్నులార చూచి చెవులార విని మనస్సార గ్రహించి నా వైపు తిరిగి నావలన స్వస్థ,medium
Romans,2,1,length:abnormally_long,"కాబట్టి తీర్పు తీర్చు మనుష్యుడా, నీ వెవడవైనను సరే నిరుత్తరుడవై యున్నావు. దేనివిష",medium
Romans,2,14,merged_word,ధర్మశాస్త్రమైనట్టున్నారు,medium
Romans,8,1,merged_word,క్రీస్తుయేసునందున్నవారికి,medium
Romans,10,12,merged_word,ప్రార్థనచేయువారందరియెడల,medium
Romans,10,15,merged_word,ప్రకటించువారిపాదములెంతో,medium
Romans,12,3,length:abnormally_long,"తన్నుతాను ఎంచుకొనతగినదానికంటె ఎక్కువగా ఎంచుకొనక, దేవుడు ఒక్కొకనికి విభజించి యిచ్",medium
Romans,13,7,length:abnormally_long,ఇందుకే గదా మీరు పన్ను కూడ చెల్లించుచున్నారు? కాబట్టి యెవనికి పన్నో వానికి పన్నున,medium
