Book,Chapter,Verse,Original XML Text,SQLite Text,Reason for Change,Evidence from Official Source
Numbers,7,80,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,7,81,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,7,82,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,7,83,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,8,21,"లేవీ ప్రజలు పవిత్రులయ్యారు. వారు వారిని శుద్ధి చేసుకున్నారు, వారి వస్త్రాలు  ఉదుకు కొన్నారు. అప్పుడు అహరోను వారిని యెహోవా ఎదుట ప్రతిష్టార్పణగా అర్పించాడు. వారి పాపాలను క్షమించే అర్పణలను కూడా అర్పించి, అహరోను వారిను పవిత్రం చేసాడు.","లేవీ ప్రజలు పవిత్రులయ్యారు. వారు వారిని శుద్ధి చేసుకున్నారు, వారి వస్త్రాలు ఉదుకు కొన్నారు. అప్పుడు అహరోను వారిని యెహోవా ఎదుట ప్రతిష్టార్పణగా అర్పించాడు. వారి పాపాలను క్షమించే అర్పణలను కూడా అర్పించి, అహరోను వారిను పవిత్రం చేసాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,9,9,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,10,34,"యెహోవా మేఘం ప్రతిరోజూ వారిమీద ఉంది. ప్రతి ఉదయం వారు తమ స్థలం విడిచిపెట్టినప్పుడు, వారిని  నడిపించేందుకి మేఘం అక్కడ ఉండేది:","యెహోవా మేఘం ప్రతిరోజూ వారిమీద ఉంది. ప్రతి ఉదయం వారు తమ స్థలం విడిచిపెట్టినప్పుడు, వారిని నడిపించేందుకి మేఘం అక్కడ ఉండేది:",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,11,18,“ప్రజలతో ఇలా చెప్పు: రేపటికోసం మిమ్మల్ని మీరు సిద్ధం చేసుకోండి. రేపు మీరు మాంసం తింటారు.  మీ ఏడ్పు యెహోవా విన్నాడు. ‘తినటానికి మాకు మాంసం కావాలి. ఈజిప్టులోనే బాగుంది మాకు’ అని మీరు చెప్పిన మాటలు యెహోవా విన్నాడు. కనుక యెహోవా ఇప్పుడు మీకు మాంసం ఇస్తాడు. మీరు అది తింటారు.,“ప్రజలతో ఇలా చెప్పు: రేపటికోసం మిమ్మల్ని మీరు సిద్ధం చేసుకోండి. రేపు మీరు మాంసం తింటారు. మీ ఏడ్పు యెహోవా విన్నాడు. ‘తినటానికి మాకు మాంసం కావాలి. ఈజిప్టులోనే బాగుంది మాకు’ అని మీరు చెప్పిన మాటలు యెహోవా విన్నాడు. కనుక యెహోవా ఇప్పుడు మీకు మాంసం ఇస్తాడు. మీరు అది తింటారు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,11,31,అప్పుడు యెహోవా సముద్రం నుండి గొప్పగాలి వీచేటట్టుగా చేసాడు.  ఆ గాలి పూరేళ్లను ఆ ప్రాంతంలోకి విసిరాయి. వారి నివాసాల చుట్టూరా పూరేళ్లు ఎగిరాయి. నేల అంతా పూరేళ్లతో నిండి పోయేటన్ని ఉన్నాయి అవి. నేలమీద మూడు అడుగుల ఎత్తుగా పూరేళ్లు నిండిపోయాయి. ఒక మనిషి ఒక రోజున నడువగలిగినంత దూరం అన్ని దిశల్లో పూరేళ్లు ఉన్నాయి.,అప్పుడు యెహోవా సముద్రం నుండి గొప్పగాలి వీచేటట్టుగా చేసాడు. ఆ గాలి పూరేళ్లను ఆ ప్రాంతంలోకి విసిరాయి. వారి నివాసాల చుట్టూరా పూరేళ్లు ఎగిరాయి. నేల అంతా పూరేళ్లతో నిండి పోయేటన్ని ఉన్నాయి అవి. నేలమీద మూడు అడుగుల ఎత్తుగా పూరేళ్లు నిండిపోయాయి. ఒక మనిషి ఒక రోజున నడువగలిగినంత దూరం అన్ని దిశల్లో పూరేళ్లు ఉన్నాయి.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,11,33,"ప్రజలు మాంసం తినటం మొదలుపెట్టారు కాని  యెహోవాకు చాల కోపం వచ్చింది. ఆ మాంసం ఇంకా వారి నోటిలో ఉండగానే, ప్రజలు దానిని తినటంముగించక ముందే ఆ ప్రజలకు భయంకరమైన రోగం వచ్చేటట్టు చేసాడు యెహోవా. అనేకులు అక్కడే మరణించినందువల్ల అక్కడే పాతిపెట్టబడ్డారు.","ప్రజలు మాంసం తినటం మొదలుపెట్టారు కాని యెహోవాకు చాల కోపం వచ్చింది. ఆ మాంసం ఇంకా వారి నోటిలో ఉండగానే, ప్రజలు దానిని తినటంముగించక ముందే ఆ ప్రజలకు భయంకరమైన రోగం వచ్చేటట్టు చేసాడు యెహోవా. అనేకులు అక్కడే మరణించినందువల్ల అక్కడే పాతిపెట్టబడ్డారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,13,16,ఆ దేశాన్ని చూచి పరిశీలించేందుకు మోషే పంపించిన వారి పేర్లు అవి. (నూను కుమారుడైన హోషేయను  మోషే యెహోషువ అని మరో పేరు పెట్టి పిలిచేవాడు.),ఆ దేశాన్ని చూచి పరిశీలించేందుకు మోషే పంపించిన వారి పేర్లు అవి. (నూను కుమారుడైన హోషేయను మోషే యెహోషువ అని మరో పేరు పెట్టి పిలిచేవాడు.),Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,13,22,"నెగెవు ద్వారా ప్రయాణించి హెబ్రోను పట్టణం చేరుకొన్నారు. (ఈజిప్టులోని సోయను పట్టణం కంటె హెబ్రోను ఏడేండ్లు  ముందు నిర్మించబడింది.) అక్కడ అహీమాను, షేషయి, తల్మయి నివసించారు. వీరు అనాకీ ప్రజలు.","నెగెవు ద్వారా ప్రయాణించి హెబ్రోను పట్టణం చేరుకొన్నారు. (ఈజిప్టులోని సోయను పట్టణం కంటె హెబ్రోను ఏడేండ్లు ముందు నిర్మించబడింది.) అక్కడ అహీమాను, షేషయి, తల్మయి నివసించారు. వీరు అనాకీ ప్రజలు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,14,4,"అప్పుడు వాళ్లు, “మనం ఇంకో నాయకుడ్ని ఏర్పాటు చేసుకొని, తిరిగి  ఈజిప్టు వెళ్లిపోదాము” అని ఒకళ్లతో ఒకరు చెప్పుకొన్నారు.","అప్పుడు వాళ్లు, “మనం ఇంకో నాయకుడ్ని ఏర్పాటు చేసుకొని, తిరిగి ఈజిప్టు వెళ్లిపోదాము” అని ఒకళ్లతో ఒకరు చెప్పుకొన్నారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,14,14,"ఈ గొప్ప శక్తినిగూర్చి ఈ దేశ నివాసులందరికీ  ఈజిప్టు ప్రజలు చెప్పారు. ఒక యెహోవా, వాళ్లు ఇప్పటికే నిన్నుగూర్చి విన్నారు. నీవు నీ ప్రజలకు తోడుగా ఉన్నావనీ ప్రతి ఒక్కరూ నిన్ను చూసారనీ వారికి తెలుసు. నీ ప్రజలమీద నిలిచే మేఘాన్ని గూర్చి కూడ ఈ దేశవాసులకు తెలుస్తుంది. పగలు నీ ప్రజలను నడిపించేందుకు నీవు ఆ మేఘాన్ని వాడుకొన్నావు. రాత్రిపూట నీ ప్రజలకు నడిపించటానికి తిరిగి ఆ మేఘం అగ్నిగా మారుతుంది.","ఈ గొప్ప శక్తినిగూర్చి ఈ దేశ నివాసులందరికీ ఈజిప్టు ప్రజలు చెప్పారు. ఒక యెహోవా, వాళ్లు ఇప్పటికే నిన్నుగూర్చి విన్నారు. నీవు నీ ప్రజలకు తోడుగా ఉన్నావనీ ప్రతి ఒక్కరూ నిన్ను చూసారనీ వారికి తెలుసు. నీ ప్రజలమీద నిలిచే మేఘాన్ని గూర్చి కూడ ఈ దేశవాసులకు తెలుస్తుంది. పగలు నీ ప్రజలను నడిపించేందుకు నీవు ఆ మేఘాన్ని వాడుకొన్నావు. రాత్రిపూట నీ ప్రజలకు నడిపించటానికి తిరిగి ఆ మేఘం అగ్నిగా మారుతుంది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,14,25,"అమాలేకీ, కనానీ ప్రజలు లోయలో నివసిస్తున్నారు. రేపు ఈ చోటు విడిచి, తిరిగి ఎర్ర సముద్రం మార్గంగా అరణ్యానికి  వెళ్లండి.”","అమాలేకీ, కనానీ ప్రజలు లోయలో నివసిస్తున్నారు. రేపు ఈ చోటు విడిచి, తిరిగి ఎర్ర సముద్రం మార్గంగా అరణ్యానికి వెళ్లండి.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,14,40,"మర్నాడు ఉదయాన్నే ప్రజలు కొండల దేశానికి  బయల్దేరారు. ఆ ప్రజలు, “మేము పాపము చేసాము. మేము యోహోవా మీద నమ్మకం ఉంచనందుకు మేము విచారిస్తున్నాము. యెహోవా వాగ్దానం చేసిన దేశానికి మేము వెళ్తాము” అన్నాడు.","మర్నాడు ఉదయాన్నే ప్రజలు కొండల దేశానికి బయల్దేరారు. ఆ ప్రజలు, “మేము పాపము చేసాము. మేము యోహోవా మీద నమ్మకం ఉంచనందుకు మేము విచారిస్తున్నాము. యెహోవా వాగ్దానం చేసిన దేశానికి మేము వెళ్తాము” అన్నాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,15,25,"“కనుక ఆ పాపం నిమిత్తం ఆ చెల్లింపును యాజకుడు అర్పిస్తాడు. ఇశ్రాయేలు ప్రజలందరి కోసం అతడు ఇలా చేస్తాడు. వారు పాపం చేస్తున్నట్టు ప్రజలకు తెలియదు. అయితే దాన్నిగూర్చి వారు తెలుసుకొన్నప్పుడు, వారి తప్పిదం నిమిత్తం యెహోవాకు అర్పించేందుకు వారు ఒక అర్పణం తెచ్చారు. అది హోమంలో  దహించబడిన పాప పరిహారార్థ అర్పణ.","“కనుక ఆ పాపం నిమిత్తం ఆ చెల్లింపును యాజకుడు అర్పిస్తాడు. ఇశ్రాయేలు ప్రజలందరి కోసం అతడు ఇలా చేస్తాడు. వారు పాపం చేస్తున్నట్టు ప్రజలకు తెలియదు. అయితే దాన్నిగూర్చి వారు తెలుసుకొన్నప్పుడు, వారి తప్పిదం నిమిత్తం యెహోవాకు అర్పించేందుకు వారు ఒక అర్పణం తెచ్చారు. అది హోమంలో దహించబడిన పాప పరిహారార్థ అర్పణ.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,3,"వారు మోషే, అహరోనులకు వ్యతిరేకంగా మాట్లాడటానికి గుంపుగా వచ్చి. “మీరు చేసింది మేము ఒప్పు కోవటం లేదు. ఇశ్రాయేలీయుల నివాసంలో ఉన్న వాళ్లంతా పవిత్రులు. వారిలో ప్రతి ఒక్కరూ మంచి వారు. పైగా యెహోవా వారితో ఉన్నాడు. అలాంటప్పుడు మేము ఆ దేశంలో ప్రవేశించం  అని చెబుతావేమి? నిన్ను నీవే అందరికంటె గొప్ప చేసుకొంటున్నావు” అని వాళ్లు మోషే, అహరోనులతో అన్నారు.","వారు మోషే, అహరోనులకు వ్యతిరేకంగా మాట్లాడటానికి గుంపుగా వచ్చి. “మీరు చేసింది మేము ఒప్పు కోవటం లేదు. ఇశ్రాయేలీయుల నివాసంలో ఉన్న వాళ్లంతా పవిత్రులు. వారిలో ప్రతి ఒక్కరూ మంచి వారు. పైగా యెహోవా వారితో ఉన్నాడు. అలాంటప్పుడు మేము ఆ దేశంలో ప్రవేశించం అని చెబుతావేమి? నిన్ను నీవే అందరికంటె గొప్ప చేసుకొంటున్నావు” అని వాళ్లు మోషే, అహరోనులతో అన్నారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,9,"ఇశ్రాయేలు దేవుడు మిమ్మల్ని వేరు చేసి, ప్రత్యేకంగా ఉంచినందుకు మీరు సంతోషించాలి. మిగతా ఇశ్రాయేలు ప్రజలందరి కంటె మీరు ప్రత్యేకం. ఇశ్రాయేలు ప్రజలు యెహోవాను ఆరాధించేందుకు సహాయకరంగా యెహోవా  పవిత్ర గుడారంలో ప్రత్యేక పని చేయటానికి యెహోవా మిమ్మల్ని తనకు దగ్గరగా తెచ్చుకొన్నాడు. అది చాలదా?","ఇశ్రాయేలు దేవుడు మిమ్మల్ని వేరు చేసి, ప్రత్యేకంగా ఉంచినందుకు మీరు సంతోషించాలి. మిగతా ఇశ్రాయేలు ప్రజలందరి కంటె మీరు ప్రత్యేకం. ఇశ్రాయేలు ప్రజలు యెహోవాను ఆరాధించేందుకు సహాయకరంగా యెహోవా పవిత్ర గుడారంలో ప్రత్యేక పని చేయటానికి యెహోవా మిమ్మల్ని తనకు దగ్గరగా తెచ్చుకొన్నాడు. అది చాలదా?",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,14,"మేము నిన్నెందుకు వెంబండించాలి? పాలు తేనెలు ప్రవహించే ఒక కొత్త ధనిక  దేశానికి మమ్మల్ని నీవు తీసుకుని రాలేదు. దేవుడు వాగ్దానం చేసిన దేశం నీవు మాకు ఇవ్వలేదు. పొలాలు, ద్రాక్షాతోటలు నీవేమి మాకు  ఇవ్వలేదు. ఈ మనుష్యుల్ని నీ బానిసలుగా చేస్తావా? లేదు, మేము రాము.”","మేము నిన్నెందుకు వెంబండించాలి? పాలు తేనెలు ప్రవహించే ఒక కొత్త ధనిక దేశానికి మమ్మల్ని నీవు తీసుకుని రాలేదు. దేవుడు వాగ్దానం చేసిన దేశం నీవు మాకు ఇవ్వలేదు. పొలాలు, ద్రాక్షాతోటలు నీవేమి మాకు ఇవ్వలేదు. ఈ మనుష్యుల్ని నీ బానిసలుగా చేస్తావా? లేదు, మేము రాము.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,17,"మీలో ప్రతి ఒక్కరూ ఒక ధూపార్తి తీసుకుని, అందులో సాంబ్రాణి  వేసి దానిని యెహోవాకు అర్పించాలి. నాయకులకు 250 ధూపార్తులు, నీకు ఒక ధూపార్తి, అహరోనుకు ఒక ధూపార్తి ఉండాలి.”","మీలో ప్రతి ఒక్కరూ ఒక ధూపార్తి తీసుకుని, అందులో సాంబ్రాణి వేసి దానిని యెహోవాకు అర్పించాలి. నాయకులకు 250 ధూపార్తులు, నీకు ఒక ధూపార్తి, అహరోనుకు ఒక ధూపార్తి ఉండాలి.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,28,అప్పుడు మోషే చెప్పాడు: “నేను మీతో చెప్పిన విషయాలన్నీ చేసేందుకు యెహోవా నన్ను పంపించాడని నేను  మీకు రుజువు చూపిస్తాను. అవన్నీ నా స్వంత తలంపులు కావని నేను మీకు చూపిస్తాను.,అప్పుడు మోషే చెప్పాడు: “నేను మీతో చెప్పిన విషయాలన్నీ చేసేందుకు యెహోవా నన్ను పంపించాడని నేను మీకు రుజువు చూపిస్తాను. అవన్నీ నా స్వంత తలంపులు కావని నేను మీకు చూపిస్తాను.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,35,"తర్వాత యెహోవా దగ్గర్నుండి అగ్ని దిగి వచ్చి, ధూపం  వేస్తున్న ఆ 250 మందిని నాశనం చేసింది.","తర్వాత యెహోవా దగ్గర్నుండి అగ్ని దిగి వచ్చి, ధూపం వేస్తున్న ఆ 250 మందిని నాశనం చేసింది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,37,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,16,38,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,16,40,"మోషే ద్వారా యెహోవా తనకు ఆజ్ఞాపించిన ప్రకారం అతడు  ఇలా చేసాడు. అహరోను కుటుంబానికి చెందిన వ్యక్తి మాత్రమే యోహోవా ఎదుట ధూపం వేయాలని ఇశ్రాయేలు ప్రజలు జ్ఞాపకం ఉంచుకొనేందుకు ఇది సహాయకరమైన సూచన. ఇంకొక వ్యక్తి గనుక యోహోవా ఎదుట ధూపం వేస్తే, అతడు కోరహు, అతని అనుచరుల్లా అవుతాడు.","మోషే ద్వారా యెహోవా తనకు ఆజ్ఞాపించిన ప్రకారం అతడు ఇలా చేసాడు. అహరోను కుటుంబానికి చెందిన వ్యక్తి మాత్రమే యోహోవా ఎదుట ధూపం వేయాలని ఇశ్రాయేలు ప్రజలు జ్ఞాపకం ఉంచుకొనేందుకు ఇది సహాయకరమైన సూచన. ఇంకొక వ్యక్తి గనుక యోహోవా ఎదుట ధూపం వేస్తే, అతడు కోరహు, అతని అనుచరుల్లా అవుతాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,16,48,"బ్రతికి ఉన్నవాళ్లుకు, చచ్చిన వాళ్లకు మధ్య   నిలబడ్డాడు అహరోను. అంతటితో ఆ రోగం ఆగిపోయింది.","బ్రతికి ఉన్నవాళ్లుకు, చచ్చిన వాళ్లకు మధ్య నిలబడ్డాడు అహరోను. అంతటితో ఆ రోగం ఆగిపోయింది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,17,6,కనుక మోషే ఇశ్రాయేలు ప్రజలతో మాట్లాడాడు. పెద్దలంతా ఒక్కొక్కరు ఒక కర్ర అతనికి ఇచ్చారు మొత్తం కర్రల సంఖ్య పన్నెండు. ఒక్కో వంశం  నాయకుని దగ్గరనుండి ఒక్కో కర్ర వచ్చింది. వాటి మధ్య అహరోను కర్ర ఉంది.,కనుక మోషే ఇశ్రాయేలు ప్రజలతో మాట్లాడాడు. పెద్దలంతా ఒక్కొక్కరు ఒక కర్ర అతనికి ఇచ్చారు మొత్తం కర్రల సంఖ్య పన్నెండు. ఒక్కో వంశం నాయకుని దగ్గరనుండి ఒక్కో కర్ర వచ్చింది. వాటి మధ్య అహరోను కర్ర ఉంది.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,18,3,"లేవీ వంశంలోని ఆ మనుష్యులు నీ స్వాధీనంలో ఉంటారు. గుడారంలో జరగాల్సిన పని అంతా వారు చేస్తారు. అయితే పవిత్ర స్థలంలోగాని, బలిపీఠం దగ్గరగాని ఉన్న వస్తువులను వారు సమీపించకూడదు. ఒకవేళ వారు వెళ్తే,  వారూ, నీవు కూడా చనిపోతావు.","లేవీ వంశంలోని ఆ మనుష్యులు నీ స్వాధీనంలో ఉంటారు. గుడారంలో జరగాల్సిన పని అంతా వారు చేస్తారు. అయితే పవిత్ర స్థలంలోగాని, బలిపీఠం దగ్గరగాని ఉన్న వస్తువులను వారు సమీపించకూడదు. ఒకవేళ వారు వెళ్తే, వారూ, నీవు కూడా చనిపోతావు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,18,8,"అప్పుడు యెహోవా అహరోనుతో ఇలా చెప్పాడు: “నాకు అర్పించబడిన అర్పణలన్నింటిమీద నేనే నీకు బాధ్యత ఇచ్చాను. ఇశ్రాయేలు ప్రజలు నాకు అర్పించే పవిత్ర అర్పణలన్నీ నేను నీకు ఇస్తాను.  ఈ కానుకలను నీవూ, నీ కుమారులూ పంచుకోవచ్చు. ఎప్పుడూ అవి మీకే చెందుతాయి.","అప్పుడు యెహోవా అహరోనుతో ఇలా చెప్పాడు: “నాకు అర్పించబడిన అర్పణలన్నింటిమీద నేనే నీకు బాధ్యత ఇచ్చాను. ఇశ్రాయేలు ప్రజలు నాకు అర్పించే పవిత్ర అర్పణలన్నీ నేను నీకు ఇస్తాను. ఈ కానుకలను నీవూ, నీ కుమారులూ పంచుకోవచ్చు. ఎప్పుడూ అవి మీకే చెందుతాయి.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,18,9,"దహించబడని పవిత్ర అర్పణలన్నింటిలో మీకు వంతు ఉంటుంది. ప్రజలు తమ కానుకులను అతి పవిత్ర అర్పణలుగా నా దగ్గరకు తీసుకుస్తారు.  ఇవి ధాన్యార్పణలు, పాప పరిహారార్థ అర్పణలు, అపరాధ పరిహారార్థ అర్పణలు. అయితే ఇవన్నీ నీవి, నీ కుమారులవి.","దహించబడని పవిత్ర అర్పణలన్నింటిలో మీకు వంతు ఉంటుంది. ప్రజలు తమ కానుకులను అతి పవిత్ర అర్పణలుగా నా దగ్గరకు తీసుకుస్తారు. ఇవి ధాన్యార్పణలు, పాప పరిహారార్థ అర్పణలు, అపరాధ పరిహారార్థ అర్పణలు. అయితే ఇవన్నీ నీవి, నీ కుమారులవి.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,18,28,"ఈ విధంగా ఇతర ఇశ్రాయేలు ప్రజలు చేసినట్టు, మీరు కూడ యెహోవాకు అర్పణ ఇవ్వాలి. ఇశ్రాయేలు ప్రజలు యెహోవాకు ఇచ్చే పదోవంతు మీకు ఇవ్వ బడుతుంది. దానిలో పదోవంతును మీరు  యాజకుడైన అహరోనుకు ఇవ్వాలి.","ఈ విధంగా ఇతర ఇశ్రాయేలు ప్రజలు చేసినట్టు, మీరు కూడ యెహోవాకు అర్పణ ఇవ్వాలి. ఇశ్రాయేలు ప్రజలు యెహోవాకు ఇచ్చే పదోవంతు మీకు ఇవ్వ బడుతుంది. దానిలో పదోవంతును మీరు యాజకుడైన అహరోనుకు ఇవ్వాలి.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,19,9,“అప్పుడు పవిత్రుడైనవాడు ఒకడు ఆ ఆవు బూడిదను పోగు చేయాలి. అతడు నివాసానికి బయట పరిశుభ్రమైన స్థలంలో  ఆ బూడిదను ఉంచుతాడు ప్రజలు పవిత్రులయ్యేందు కోసం ఒక ప్రత్యేక ఆచారాన్ని పాటించేటప్పుడు ఈ బూడిద ఉపయోగించబడుతుంది. ఒక వ్యక్తి పాపాలను తొలగించేందుకు కూడా ఈ బూడిద ఉపయోగించబడుతుంది.,“అప్పుడు పవిత్రుడైనవాడు ఒకడు ఆ ఆవు బూడిదను పోగు చేయాలి. అతడు నివాసానికి బయట పరిశుభ్రమైన స్థలంలో ఆ బూడిదను ఉంచుతాడు ప్రజలు పవిత్రులయ్యేందు కోసం ఒక ప్రత్యేక ఆచారాన్ని పాటించేటప్పుడు ఈ బూడిద ఉపయోగించబడుతుంది. ఒక వ్యక్తి పాపాలను తొలగించేందుకు కూడా ఈ బూడిద ఉపయోగించబడుతుంది.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,19,16,"ఏ మనిషిగాని శవాన్నిగాని ముట్టుకొంటే, ఆ మనిషి అపవిత్రుడుగా ఏడు రోజులు ఉంటాడు. శవం బయట పొలంలో ఉన్నా, లేక యుద్ధంలో చచ్చిన వానిదైనా సరే ఇదే  వర్తిస్తుంది. మరియు చచ్చిన మనిషి ఎముకను ఒక దాన్ని ఎవరైనా ముట్టుకుంటే అప్పుడ అతడు అపవిత్రుడౌతాడు","ఏ మనిషిగాని శవాన్నిగాని ముట్టుకొంటే, ఆ మనిషి అపవిత్రుడుగా ఏడు రోజులు ఉంటాడు. శవం బయట పొలంలో ఉన్నా, లేక యుద్ధంలో చచ్చిన వానిదైనా సరే ఇదే వర్తిస్తుంది. మరియు చచ్చిన మనిషి ఎముకను ఒక దాన్ని ఎవరైనా ముట్టుకుంటే అప్పుడ అతడు అపవిత్రుడౌతాడు",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,20,23,"హోరు కొండ ఎదోము సరిహద్దుకు దగ్గర్లో ఉంది. మోషే, అహరోనులతో  యెహోవా చెప్పాడు,","హోరు కొండ ఎదోము సరిహద్దుకు దగ్గర్లో ఉంది. మోషే, అహరోనులతో యెహోవా చెప్పాడు,",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,21,26,సీహోను రాజు నివసించిన పట్టణం హెష్బోను. గతంలో మోయాబు రాజును  సీహోను ఓడించాడు. అందువల్ల అర్నోను లోయవరకు మోయాబు దేశాన్ని సీహోను రాజు స్వాధీనం చేసుకొన్నాడు.,సీహోను రాజు నివసించిన పట్టణం హెష్బోను. గతంలో మోయాబు రాజును సీహోను ఓడించాడు. అందువల్ల అర్నోను లోయవరకు మోయాబు దేశాన్ని సీహోను రాజు స్వాధీనం చేసుకొన్నాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,22,2,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,22,3,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Numbers,22,12,"అయితే దేవుడు, “వాళ్లతో వెళ్లవద్దు.  ఈ ప్రజలను నీవు శపించకూడదు. వీరు నా ప్రజలు” అని బిలాముతో చెప్పాడు.","అయితే దేవుడు, “వాళ్లతో వెళ్లవద్దు. ఈ ప్రజలను నీవు శపించకూడదు. వీరు నా ప్రజలు” అని బిలాముతో చెప్పాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,22,15,కనుక బాలాకు మరికొందరు నాయకులను బిలాము దగ్గరకు పంపించాడు. మొదటి సారికంటే ఈ సారి చాల ఎక్కువ మందిని అతడు పంపించాడు. మొదటిసారి అతడు పంపిన వారికంటె  వీరు ప్రముఖ నాయకులు.,కనుక బాలాకు మరికొందరు నాయకులను బిలాము దగ్గరకు పంపించాడు. మొదటి సారికంటే ఈ సారి చాల ఎక్కువ మందిని అతడు పంపించాడు. మొదటిసారి అతడు పంపిన వారికంటె వీరు ప్రముఖ నాయకులు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Numbers,22,18,"కానీ బిలాము ఆ మనుష్యులకు తన జవాబిచ్చాడు. అతడు ఇలా చెప్పాడు: “ నా దేవుడైన యెహోవాకు  నేను విధేయుడ్ని కావాలి. ఆయన ఆజ్ఞకు వ్యతిరేకంగా నేనేమి చేయలేను. నేను చెయ్యొచ్చు అని నా ప్రభువు చెబితేనే  తప్ప లేకపోతే సామాన్యమైనదైనా గొప్పదైనా నేనేమి చేయలేను. బాలాకు రాజు అందమైన తన భవనమంతా వెండి బంగారాలతో నింపి నాకు ఇచ్చినా సరే, నా ప్రభువు ఆజ్ఞకు వ్యతిరేకంగా నేనేమి చేయను.","కానీ బిలాము ఆ మనుష్యులకు తన జవాబిచ్చాడు. అతడు ఇలా చెప్పాడు: “ నా దేవుడైన యెహోవాకు నేను విధేయుడ్ని కావాలి. ఆయన ఆజ్ఞకు వ్యతిరేకంగా నేనేమి చేయలేను. నేను చెయ్యొచ్చు అని నా ప్రభువు చెబితేనే తప్ప లేకపోతే సామాన్యమైనదైనా గొప్పదైనా నేనేమి చేయలేను. బాలాకు రాజు అందమైన తన భవనమంతా వెండి బంగారాలతో నింపి నాకు ఇచ్చినా సరే, నా ప్రభువు ఆజ్ఞకు వ్యతిరేకంగా నేనేమి చేయను.",Whitespace normalization,Derived from normalization rule (spacing normalization)
